stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\szymo\Downloads\Arkanoid-master\Arkanoid-master\bin\Debug\allegro5.cfg r
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51192] removed dtor for sub_bitmap 0000000002146F40
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51193] removed dtor for sub_bitmap 0000000002149760
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51193] removed dtor for sub_bitmap 0000000002149250
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51194] removed dtor for sub_bitmap 0000000002149AC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51194] removed dtor for sub_bitmap 0000000002149E20
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51195] removed dtor for sub_bitmap 0000000002149FD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51195] removed dtor for sub_bitmap 0000000002149C70
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51196] removed dtor for sub_bitmap 000000000214A180
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51196] removed dtor for sub_bitmap 000000000214A330
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51197] removed dtor for sub_bitmap 0000000002149910
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51198] removed dtor for sub_bitmap 000000000214A840
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51198] removed dtor for sub_bitmap 000000000214AF00
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51199] removed dtor for sub_bitmap 000000000214A9F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51199] removed dtor for sub_bitmap 000000000214ABA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51200] removed dtor for sub_bitmap 000000000214A4E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51201] removed dtor for sub_bitmap 000000000214AD50
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51201] removed dtor for sub_bitmap 000000000214A690
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51202] removed dtor for sub_bitmap 0000000002149400
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51202] removed dtor for sub_bitmap 00000000021495B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51203] removed dtor for sub_bitmap 000000000214CEB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51203] removed dtor for sub_bitmap 000000000214D720
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51204] removed dtor for sub_bitmap 000000000214BA70
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51204] removed dtor for sub_bitmap 000000000214BC20
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51205] removed dtor for sub_bitmap 000000000214BDD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51205] removed dtor for sub_bitmap 000000000214C9A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51206] removed dtor for sub_bitmap 000000000214D210
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51206] removed dtor for sub_bitmap 000000000214BF80
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51207] removed dtor for sub_bitmap 000000000214D060
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51208] removed dtor for sub_bitmap 000000000214D3C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51208] removed dtor for sub_bitmap 000000000214C490
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51209] removed dtor for sub_bitmap 000000000214C2E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51209] removed dtor for sub_bitmap 000000000214C130
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51210] removed dtor for sub_bitmap 000000000214CB50
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51210] removed dtor for sub_bitmap 000000000214D570
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51211] removed dtor for sub_bitmap 000000000214C640
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51211] removed dtor for sub_bitmap 000000000214CD00
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51212] removed dtor for sub_bitmap 000000000214C7F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51212] removed dtor for sub_bitmap 000000000214EB60
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51213] removed dtor for sub_bitmap 000000000214E9B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51213] removed dtor for sub_bitmap 000000000214E650
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51214] removed dtor for sub_bitmap 000000000214E2F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51214] removed dtor for sub_bitmap 000000000214E4A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51215] removed dtor for sub_bitmap 000000000214E140
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51215] removed dtor for sub_bitmap 000000000214ED10
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51216] removed dtor for sub_bitmap 000000000214DDE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51217] removed dtor for sub_bitmap 000000000214EEC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51217] removed dtor for sub_bitmap 000000000214F070
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51218] removed dtor for sub_bitmap 000000000214E800
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51218] removed dtor for sub_bitmap 000000000214F580
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51219] removed dtor for sub_bitmap 000000000214DF90
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51219] removed dtor for sub_bitmap 000000000214F220
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51220] removed dtor for sub_bitmap 000000000214F730
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51220] removed dtor for sub_bitmap 000000000214DA80
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51221] removed dtor for sub_bitmap 000000000214DC30
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51221] removed dtor for sub_bitmap 000000000214F3D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51222] removed dtor for sub_bitmap 00000000021528B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51222] removed dtor for sub_bitmap 0000000002150DB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51223] removed dtor for sub_bitmap 0000000002150F60
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51223] removed dtor for sub_bitmap 0000000002152A60
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51224] removed dtor for sub_bitmap 0000000002152040
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51225] removed dtor for sub_bitmap 0000000002152700
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51225] removed dtor for sub_bitmap 00000000021521F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51226] removed dtor for sub_bitmap 0000000002151110
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51226] removed dtor for sub_bitmap 00000000021523A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51227] removed dtor for sub_bitmap 0000000002151CE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51227] removed dtor for sub_bitmap 0000000002152550
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51228] removed dtor for sub_bitmap 0000000002151E90
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51228] removed dtor for sub_bitmap 00000000021512C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51229] removed dtor for sub_bitmap 0000000002151620
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51229] removed dtor for sub_bitmap 0000000002151470
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51230] removed dtor for sub_bitmap 00000000021517D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51230] removed dtor for sub_bitmap 0000000002151980
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51231] removed dtor for sub_bitmap 0000000002151B30
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51231] removed dtor for sub_bitmap 0000000002153630
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51232] removed dtor for sub_bitmap 0000000002153120
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51232] removed dtor for sub_bitmap 00000000021532D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51233] removed dtor for sub_bitmap 00000000021537E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51233] removed dtor for sub_bitmap 0000000002153CF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51234] removed dtor for sub_bitmap 0000000002154200
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51234] removed dtor for sub_bitmap 0000000002153990
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51235] removed dtor for sub_bitmap 0000000002153480
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51235] removed dtor for sub_bitmap 0000000002153B40
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51236] removed dtor for sub_bitmap 0000000002154560
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51236] removed dtor for sub_bitmap 0000000002152F70
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51237] removed dtor for sub_bitmap 0000000002153EA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51238] removed dtor for sub_bitmap 00000000021543B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51238] removed dtor for sub_bitmap 0000000002154050
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51239] removed dtor for sub_bitmap 0000000002154710
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51239] removed dtor for sub_bitmap 00000000021548C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51240] removed dtor for sub_bitmap 0000000002154A70
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51240] removed dtor for sub_bitmap 0000000002152DC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51241] removed dtor for sub_bitmap 0000000002156060
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51241] removed dtor for sub_bitmap 0000000002155B50
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51242] removed dtor for sub_bitmap 00000000021552E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51242] removed dtor for sub_bitmap 00000000021563C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51243] removed dtor for sub_bitmap 0000000002156210
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51243] removed dtor for sub_bitmap 0000000002155D00
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51244] removed dtor for sub_bitmap 0000000002156570
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51244] removed dtor for sub_bitmap 0000000002155EB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51245] removed dtor for sub_bitmap 00000000021559A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51246] removed dtor for sub_bitmap 0000000002155490
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51246] removed dtor for sub_bitmap 0000000002156720
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51247] removed dtor for sub_bitmap 00000000021568D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51247] removed dtor for sub_bitmap 0000000002155640
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51248] removed dtor for sub_bitmap 0000000002156A80
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51248] removed dtor for sub_bitmap 0000000002154DD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51249] removed dtor for sub_bitmap 0000000002154F80
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51249] removed dtor for sub_bitmap 0000000002155130
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51250] removed dtor for sub_bitmap 00000000021557F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51250] removed dtor for sub_bitmap 00000000021596A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51251] removed dtor for sub_bitmap 000000000215A0C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51251] removed dtor for sub_bitmap 000000000215AAE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51252] removed dtor for sub_bitmap 0000000002159850
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51252] removed dtor for sub_bitmap 000000000215A930
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51253] removed dtor for sub_bitmap 00000000021580B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51253] removed dtor for sub_bitmap 00000000021594F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51254] removed dtor for sub_bitmap 0000000002159F10
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51254] removed dtor for sub_bitmap 0000000002157F00
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51255] removed dtor for sub_bitmap 0000000002158770
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51255] removed dtor for sub_bitmap 00000000021579F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51256] removed dtor for sub_bitmap 000000000215A270
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51256] removed dtor for sub_bitmap 000000000215B350
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51257] removed dtor for sub_bitmap 000000000215A420
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51258] removed dtor for sub_bitmap 000000000215B500
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51258] removed dtor for sub_bitmap 0000000002158C80
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51259] removed dtor for sub_bitmap 0000000002159A00
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51259] removed dtor for sub_bitmap 0000000002158260
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51260] removed dtor for sub_bitmap 000000000215AFF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51260] removed dtor for sub_bitmap 0000000002158410
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51261] removed dtor for sub_bitmap 0000000002158FE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51261] removed dtor for sub_bitmap 000000000215B6B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51262] removed dtor for sub_bitmap 0000000002157BA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51262] removed dtor for sub_bitmap 000000000215A5D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51263] removed dtor for sub_bitmap 0000000002159BB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51263] removed dtor for sub_bitmap 00000000021585C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51264] removed dtor for sub_bitmap 0000000002159D60
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51264] removed dtor for sub_bitmap 000000000215A780
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51265] removed dtor for sub_bitmap 0000000002158920
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51265] removed dtor for sub_bitmap 0000000002157D50
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51266] removed dtor for sub_bitmap 0000000002158E30
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51266] removed dtor for sub_bitmap 000000000215AC90
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51267] removed dtor for sub_bitmap 0000000002158AD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51267] removed dtor for sub_bitmap 000000000215AE40
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51268] removed dtor for sub_bitmap 000000000215B1A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51269] removed dtor for sub_bitmap 0000000002159190
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51269] removed dtor for sub_bitmap 0000000002159340
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51270] removed dtor for sub_bitmap 000000000215DF10
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51270] removed dtor for sub_bitmap 000000000215E420
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51271] removed dtor for sub_bitmap 00000000021600D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51271] removed dtor for sub_bitmap 000000000215E930
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51272] removed dtor for sub_bitmap 000000000215F6B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51272] removed dtor for sub_bitmap 000000000215EAE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51273] removed dtor for sub_bitmap 000000000215D850
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51273] removed dtor for sub_bitmap 000000000215FBC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51274] removed dtor for sub_bitmap 000000000215E780
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51274] removed dtor for sub_bitmap 000000000215D340
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51275] removed dtor for sub_bitmap 000000000215D190
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51275] removed dtor for sub_bitmap 000000000215F350
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51276] removed dtor for sub_bitmap 000000000215DA00
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51276] removed dtor for sub_bitmap 0000000002160790
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51277] removed dtor for sub_bitmap 000000000215D4F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51277] removed dtor for sub_bitmap 000000000215F860
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51278] removed dtor for sub_bitmap 0000000002160AF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51278] removed dtor for sub_bitmap 000000000215CE30
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51279] removed dtor for sub_bitmap 00000000021605E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51280] removed dtor for sub_bitmap 0000000002160940
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51280] removed dtor for sub_bitmap 000000000215E5D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51281] removed dtor for sub_bitmap 000000000215FA10
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51281] removed dtor for sub_bitmap 000000000215DD60
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51282] removed dtor for sub_bitmap 000000000215D6A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51282] removed dtor for sub_bitmap 000000000215E0C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51283] removed dtor for sub_bitmap 000000000215FD70
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51283] removed dtor for sub_bitmap 000000000215EE40
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51284] removed dtor for sub_bitmap 000000000215E270
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51284] removed dtor for sub_bitmap 000000000215DBB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51285] removed dtor for sub_bitmap 000000000215EC90
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51285] removed dtor for sub_bitmap 000000000215FF20
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51286] removed dtor for sub_bitmap 000000000215CFE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51286] removed dtor for sub_bitmap 000000000215EFF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51287] removed dtor for sub_bitmap 000000000215F1A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51287] removed dtor for sub_bitmap 000000000215F500
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51288] removed dtor for sub_bitmap 0000000002160280
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51288] removed dtor for sub_bitmap 0000000002160430
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51291] removed dtor for sub_bitmap 0000000002163450
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51291] removed dtor for sub_bitmap 0000000002165460
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51292] removed dtor for sub_bitmap 0000000002162520
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51292] removed dtor for sub_bitmap 00000000021652B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51293] removed dtor for sub_bitmap 00000000021621C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51293] removed dtor for sub_bitmap 00000000021632A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51294] removed dtor for sub_bitmap 0000000002165610
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51294] removed dtor for sub_bitmap 00000000021657C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51295] removed dtor for sub_bitmap 00000000021641D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51296] removed dtor for sub_bitmap 0000000002165970
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51296] removed dtor for sub_bitmap 0000000002163E70
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51297] removed dtor for sub_bitmap 0000000002162880
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51297] removed dtor for sub_bitmap 0000000002164DA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51298] removed dtor for sub_bitmap 0000000002163960
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51298] removed dtor for sub_bitmap 00000000021626D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51299] removed dtor for sub_bitmap 0000000002164890
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51299] removed dtor for sub_bitmap 0000000002162010
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51300] removed dtor for sub_bitmap 0000000002164F50
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51300] removed dtor for sub_bitmap 0000000002165100
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51301] removed dtor for sub_bitmap 0000000002162A30
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51301] removed dtor for sub_bitmap 0000000002165B20
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51302] removed dtor for sub_bitmap 0000000002162370
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51302] removed dtor for sub_bitmap 0000000002161E60
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51303] removed dtor for sub_bitmap 0000000002163B10
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51303] removed dtor for sub_bitmap 0000000002164530
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51304] removed dtor for sub_bitmap 0000000002163600
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51304] removed dtor for sub_bitmap 0000000002162BE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51305] removed dtor for sub_bitmap 0000000002164BF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51305] removed dtor for sub_bitmap 00000000021646E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51306] removed dtor for sub_bitmap 0000000002162D90
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51306] removed dtor for sub_bitmap 0000000002162F40
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51307] removed dtor for sub_bitmap 0000000002164A40
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51307] removed dtor for sub_bitmap 00000000021630F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51308] removed dtor for sub_bitmap 00000000021637B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51309] removed dtor for sub_bitmap 0000000002163CC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51315] removed dtor for sub_bitmap 0000000002164020
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51315] removed dtor for sub_bitmap 0000000002164380
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51316] removed dtor for sub_bitmap 0000000002168330
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51316] removed dtor for sub_bitmap 00000000021695C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51317] removed dtor for sub_bitmap 0000000002169AD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51317] removed dtor for sub_bitmap 000000000216A340
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51318] removed dtor for sub_bitmap 0000000002166680
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51318] removed dtor for sub_bitmap 0000000002169E30
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51319] removed dtor for sub_bitmap 0000000002169FE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51320] removed dtor for sub_bitmap 0000000002167E20
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51320] removed dtor for sub_bitmap 0000000002168F00
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51321] removed dtor for sub_bitmap 00000000021675B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51321] removed dtor for sub_bitmap 00000000021669E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51322] removed dtor for sub_bitmap 0000000002167760
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51322] removed dtor for sub_bitmap 00000000021690B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51323] removed dtor for sub_bitmap 0000000002168690
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51323] removed dtor for sub_bitmap 000000000216A190
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51324] removed dtor for sub_bitmap 0000000002168840
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51324] removed dtor for sub_bitmap 0000000002166830
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51325] removed dtor for sub_bitmap 0000000002169260
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51325] removed dtor for sub_bitmap 0000000002167910
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51326] removed dtor for sub_bitmap 0000000002168BA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51326] removed dtor for sub_bitmap 0000000002169410
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51327] removed dtor for sub_bitmap 0000000002167C70
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51328] removed dtor for sub_bitmap 00000000021684E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51328] removed dtor for sub_bitmap 0000000002169770
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51329] removed dtor for sub_bitmap 0000000002169920
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51329] removed dtor for sub_bitmap 0000000002166B90
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51330] removed dtor for sub_bitmap 0000000002169C80
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51330] removed dtor for sub_bitmap 00000000021689F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51331] removed dtor for sub_bitmap 0000000002166D40
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51333] removed dtor for sub_bitmap 0000000002168D50
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51334] removed dtor for sub_bitmap 0000000002166EF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51335] removed dtor for sub_bitmap 0000000002168180
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51335] removed dtor for sub_bitmap 00000000021670A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51336] removed dtor for sub_bitmap 0000000002167250
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51336] removed dtor for sub_bitmap 0000000002167400
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51337] removed dtor for sub_bitmap 0000000002167AC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51337] removed dtor for sub_bitmap 0000000002167FD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.51338] removed dtor for sub_bitmap 000000000216B8C0
